,x,y,r,g,b,h,s,v
154,0,154,221,130,117,0.020833333333333332,0.47058823529411764,221
155,0,155,223,133,115,0.027777777777777773,0.484304932735426,223
156,0,156,222,129,107,0.03188405797101449,0.5180180180180181,222
157,0,157,223,127,105,0.031073446327683607,0.5291479820627802,223
158,0,158,220,128,108,0.029761904761904767,0.509090909090909,220
159,0,159,223,127,101,0.035519125683060114,0.547085201793722,223
160,0,160,221,127,106,0.030434782608695643,0.5203619909502263,221
161,0,161,223,126,102,0.03305785123966942,0.5426008968609866,223
162,0,162,222,126,105,0.02991452991452992,0.527027027027027,222
163,0,163,221,131,106,0.03623188405797101,0.5203619909502263,221
164,0,164,221,127,99,0.03825136612021859,0.5520361990950227,221
165,0,165,222,130,105,0.03561253561253561,0.527027027027027,222
166,0,166,220,135,110,0.03787878787878788,0.5,220
167,0,167,220,132,109,0.03453453453453453,0.5045454545454545,220
168,0,168,221,131,110,0.03153153153153152,0.502262443438914,221
169,0,169,221,136,114,0.034267912772585674,0.4841628959276018,221
170,0,170,221,133,112,0.03211009174311926,0.49321266968325794,221
171,0,171,220,130,107,0.03392330383480826,0.5136363636363637,220
172,0,172,218,131,106,0.03720238095238095,0.5137614678899083,218
173,0,173,233,164,118,0.06666666666666667,0.49356223175965663,233
174,0,174,243,196,141,0.08986928104575165,0.41975308641975306,243
175,0,175,247,205,149,0.09523809523809523,0.3967611336032389,247
176,0,176,248,208,157,0.09340659340659341,0.36693548387096775,248
177,0,177,250,212,162,0.09469696969696968,0.352,250
178,0,178,252,213,158,0.0975177304964539,0.373015873015873,252
179,0,179,249,210,155,0.0975177304964539,0.37751004016064255,249
180,0,180,237,190,136,0.08910891089108912,0.42616033755274263,237
181,0,181,206,131,113,0.03225806451612904,0.45145631067961167,206
182,0,182,169,77,91,0.9746376811594203,0.5443786982248521,169
183,0,183,164,73,87,0.9743589743589743,0.5548780487804879,164
184,0,184,169,78,90,0.978021978021978,0.5384615384615384,169
185,0,185,177,83,92,0.9840425531914894,0.5310734463276836,177
186,0,186,184,90,92,0.9964539007092199,0.5108695652173914,184
187,0,187,183,89,95,0.9893617021276596,0.5136612021857924,183
188,0,188,186,94,97,0.9945652173913043,0.4946236559139785,186
189,0,189,189,95,97,0.9964539007092199,0.4973544973544973,189
190,0,190,186,89,92,0.9948453608247423,0.521505376344086,186
191,0,191,189,93,93,0.0,0.5079365079365079,189
192,0,192,190,90,92,0.9966666666666667,0.5263157894736842,190
193,0,193,187,98,102,0.9925093632958801,0.47593582887700536,187
194,0,194,186,94,102,0.9855072463768115,0.4946236559139785,186
195,0,195,186,91,96,0.9912280701754386,0.510752688172043,186
196,0,196,194,91,91,0.0,0.5309278350515464,194
197,0,197,192,91,94,0.995049504950495,0.5260416666666666,192
198,0,198,195,90,91,0.9984126984126984,0.5384615384615384,195
199,0,199,192,93,95,0.9966329966329966,0.515625,192
200,0,200,195,94,95,0.9983498349834984,0.517948717948718,195
201,0,201,194,93,94,0.9983498349834984,0.520618556701031,194
202,0,202,194,97,98,0.9982817869415808,0.5,194
203,0,203,194,95,98,0.9949494949494949,0.5103092783505154,194
204,0,204,195,95,94,0.0016501650165016517,0.517948717948718,195
205,0,205,193,89,91,0.9967948717948718,0.538860103626943,193
206,0,206,191,94,98,0.993127147766323,0.5078534031413613,191
207,0,207,194,96,99,0.9948979591836735,0.5051546391752577,194
208,0,208,195,98,101,0.9948453608247423,0.49743589743589745,195
209,0,209,195,95,95,0.0,0.5128205128205128,195
210,0,210,196,94,94,0.0,0.5204081632653061,196
211,0,211,195,98,95,0.0050000000000000044,0.5128205128205128,195
212,0,212,192,92,96,0.9933333333333333,0.5208333333333334,192
213,0,213,188,87,92,0.9917491749174917,0.5372340425531915,188
214,0,214,189,88,91,0.995049504950495,0.5343915343915344,189
215,0,215,185,86,93,0.9882154882154882,0.5351351351351351,185
216,0,216,201,100,102,0.9966996699669967,0.5024875621890548,201
217,0,217,227,141,128,0.02188552188552188,0.43612334801762115,227
218,0,218,232,150,124,0.04012345679012345,0.46551724137931033,232
219,0,219,213,120,104,0.024464831804281346,0.5117370892018779,213
220,1,0,225,137,127,0.017006802721088437,0.43555555555555553,225
221,1,1,224,136,127,0.015463917525773196,0.4330357142857143,224
222,1,2,227,134,119,0.02314814814814814,0.47577092511013214,227
223,1,3,227,138,125,0.021241830065359475,0.44933920704845814,227
224,1,4,226,134,122,0.019230769230769235,0.46017699115044247,226
225,1,5,224,134,116,0.027777777777777773,0.48214285714285715,224
226,1,6,222,133,115,0.028037383177570097,0.481981981981982,222
227,1,7,221,134,113,0.032407407407407406,0.48868778280542985,221
228,1,8,222,135,114,0.032407407407407406,0.4864864864864865,222
229,1,9,223,130,103,0.0375,0.5381165919282511,223
230,1,10,220,133,111,0.033639143730886854,0.4954545454545455,220
231,1,11,223,129,107,0.03160919540229886,0.5201793721973094,223
232,1,12,221,129,116,0.020634920634920634,0.4751131221719457,221
233,1,13,222,129,111,0.02702702702702703,0.5,222
234,1,14,225,130,107,0.032485875706214695,0.5244444444444445,225
235,1,15,224,135,118,0.026729559748427667,0.4732142857142857,224
236,1,16,229,140,115,0.036549707602339186,0.4978165938864629,229
237,1,17,231,142,115,0.038793103448275856,0.5021645021645021,231
238,1,18,232,146,118,0.04093567251461988,0.49137931034482757,232
239,1,19,235,153,123,0.04464285714285715,0.4765957446808511,235
240,1,20,234,150,120,0.04385964912280702,0.48717948717948717,234
241,1,21,237,148,118,0.04201680672268907,0.5021097046413502,237
242,1,22,234,148,120,0.04093567251461988,0.48717948717948717,234
243,1,23,232,134,115,0.027065527065527062,0.5043103448275862,232
244,1,24,225,123,109,0.020114942528735635,0.5155555555555555,225
245,1,25,214,114,114,0.0,0.4672897196261682,214
246,1,26,196,86,95,0.9863636363636363,0.5612244897959183,196
247,1,27,172,71,89,0.9702970297029703,0.5872093023255814,172
248,1,28,159,62,88,0.9553264604810996,0.610062893081761,159
249,1,29,155,61,91,0.9468085106382979,0.6064516129032258,155
250,1,30,164,70,89,0.9663120567375887,0.573170731707317,164
251,1,31,165,71,88,0.9698581560283688,0.5696969696969697,165
252,1,32,171,74,91,0.9707903780068728,0.5672514619883041,171
253,1,33,175,72,90,0.970873786407767,0.5885714285714285,175
254,1,34,179,79,90,0.9816666666666667,0.5586592178770949,179
255,1,35,177,74,85,0.982200647249191,0.5819209039548022,177
256,1,36,174,76,86,0.9829931972789115,0.5632183908045977,174
257,1,37,177,80,90,0.9828178694158076,0.5480225988700564,177
258,1,38,178,75,88,0.9789644012944984,0.5786516853932584,178
259,1,39,179,77,88,0.9820261437908497,0.5698324022346368,179
260,1,40,179,77,87,0.9836601307189543,0.5698324022346368,179
261,1,41,178,78,90,0.98,0.5617977528089888,178
262,1,42,176,78,89,0.9812925170068028,0.5568181818181818,176
263,1,43,174,74,83,0.985,0.5747126436781609,174
264,1,44,179,75,84,0.9855769230769231,0.5810055865921788,179
265,1,45,181,83,89,0.9897959183673469,0.5414364640883977,181
266,1,46,187,82,89,0.9888888888888889,0.5614973262032086,187
267,1,47,193,87,90,0.9952830188679245,0.5492227979274611,193
268,1,48,194,84,88,0.9939393939393939,0.5670103092783505,194
269,1,49,195,92,91,0.0016025641025640969,0.5333333333333333,195
270,1,50,194,92,91,0.0016181229773462775,0.5309278350515464,194
271,1,51,201,92,91,0.0015151515151515065,0.5472636815920398,201
272,1,52,203,97,94,0.004587155963302743,0.5369458128078818,203
273,1,53,201,91,91,0.0,0.5472636815920398,201
274,1,54,204,101,95,0.009174311926605505,0.5343137254901961,204
275,1,55,207,100,96,0.006006006006006,0.5362318840579711,207
276,1,56,205,99,97,0.003086419753086415,0.526829268292683,205
277,1,57,203,97,99,0.9968553459119497,0.5221674876847291,203
278,1,58,202,103,102,0.001666666666666668,0.49504950495049505,202
279,1,59,205,105,101,0.006410256410256406,0.5073170731707317,205
280,1,60,205,99,97,0.003086419753086415,0.526829268292683,205
281,1,61,205,100,95,0.007575757575757569,0.5365853658536586,205
282,1,62,205,96,95,0.0015151515151515065,0.5365853658536586,205
283,1,63,201,99,94,0.007788161993769471,0.5323383084577115,201
284,1,64,203,101,93,0.012121212121212125,0.541871921182266,203
285,1,65,203,99,94,0.007645259938837912,0.5369458128078818,203
286,1,66,202,98,97,0.0015873015873015817,0.5198019801980198,202
287,1,67,205,105,100,0.007936507936507945,0.5121951219512195,205
288,1,68,206,102,101,0.0015873015873015817,0.5097087378640777,206
289,1,69,210,99,94,0.007183908045977017,0.5523809523809524,210
290,1,70,207,103,98,0.007645259938837912,0.5265700483091788,207
291,1,71,208,103,101,0.0031152647975077885,0.5144230769230769,208
292,1,72,211,101,98,0.004424778761061954,0.5355450236966824,211
293,1,73,212,102,98,0.005847953216374269,0.5377358490566038,212
294,1,74,209,101,100,0.001529051987767575,0.5215311004784688,209
295,1,75,210,102,99,0.004504504504504496,0.5285714285714286,210
296,1,76,208,103,101,0.0031152647975077885,0.5144230769230769,208
297,1,77,206,102,97,0.007645259938837912,0.529126213592233,206
298,1,78,206,100,96,0.006060606060606062,0.5339805825242718,206
299,1,79,209,103,100,0.004587155963302743,0.5215311004784688,209
300,1,80,207,106,103,0.004807692307692309,0.5024154589371981,207
301,1,81,205,101,100,0.0015873015873015817,0.5121951219512195,205
302,1,82,206,103,100,0.004716981132075471,0.5145631067961165,206
303,1,83,207,104,99,0.007716049382716046,0.5217391304347826,207
304,1,84,211,104,98,0.008849557522123888,0.5355450236966824,211
305,1,85,210,105,99,0.009009009009009009,0.5285714285714286,210
306,1,86,206,105,102,0.004807692307692309,0.5048543689320388,206
307,1,87,208,104,104,0.0,0.5,208
308,1,88,207,104,102,0.003174603174603182,0.5072463768115942,207
309,1,89,201,106,110,0.9929824561403509,0.472636815920398,201
310,1,90,206,104,107,0.9950980392156863,0.49514563106796117,206
311,1,91,204,103,102,0.0016339869281045694,0.5,204
312,1,92,202,101,97,0.006349206349206345,0.5198019801980198,202
313,1,93,201,100,97,0.004807692307692309,0.5174129353233831,201
314,1,94,205,102,92,0.014749262536873161,0.551219512195122,205
315,1,95,206,99,95,0.006006006006006,0.5388349514563107,206
316,1,96,203,100,101,0.9983818770226537,0.5073891625615764,203
317,1,97,201,104,101,0.0050000000000000044,0.4975124378109453,201
318,1,98,204,105,99,0.009523809523809526,0.5147058823529411,204
319,1,99,206,100,99,0.0015576323987538943,0.5194174757281553,206
320,1,100,207,100,97,0.004545454545454537,0.5314009661835749,207
321,1,101,209,99,94,0.007246376811594198,0.5502392344497608,209
322,1,102,209,100,95,0.00730994152046784,0.5454545454545454,209
323,1,103,208,104,99,0.007645259938837912,0.5240384615384616,208
324,1,104,209,101,95,0.008771929824561412,0.5454545454545454,209
325,1,105,208,104,98,0.009090909090909094,0.5288461538461539,208
326,1,106,209,105,97,0.011904761904761899,0.5358851674641149,209
327,1,107,208,101,95,0.008849557522123888,0.5432692307692307,208
328,1,108,206,98,98,0.0,0.5242718446601942,206
329,1,109,206,104,104,0.0,0.49514563106796117,206
330,1,110,209,111,108,0.004950495049504955,0.48325358851674644,209
331,1,111,205,103,99,0.0062893081761006275,0.5170731707317073,205
332,1,112,201,98,94,0.006230529595015577,0.5323383084577115,201
333,1,113,205,99,99,0.0,0.5170731707317073,205
334,1,114,206,101,95,0.009009009009009009,0.5388349514563107,206
335,1,115,206,102,101,0.0015873015873015817,0.5097087378640777,206
336,1,116,203,99,94,0.007645259938837912,0.5369458128078818,203
337,1,117,200,99,96,0.004807692307692309,0.52,200
338,1,118,203,98,98,0.0,0.5172413793103449,203
339,1,119,204,103,102,0.0016339869281045694,0.5,204
340,1,120,202,101,100,0.0016339869281045694,0.504950495049505,202
341,1,121,199,97,93,0.0062893081761006275,0.5326633165829145,199
342,1,122,202,101,99,0.003236245954692555,0.5099009900990099,202
343,1,123,201,98,98,0.0,0.5124378109452736,201
344,1,124,202,99,99,0.0,0.5099009900990099,202
345,1,125,205,97,100,0.9953703703703703,0.526829268292683,205
346,1,126,201,98,98,0.0,0.5124378109452736,201
347,1,127,198,96,99,0.9950980392156863,0.5151515151515151,198
348,1,128,201,95,95,0.0,0.527363184079602,201
349,1,129,201,99,98,0.0016181229773462775,0.5124378109452736,201
350,1,130,193,96,98,0.9965635738831615,0.5025906735751295,193
351,1,131,193,92,100,0.9867986798679869,0.5233160621761658,193
352,1,132,194,89,95,0.9904761904761905,0.5412371134020618,194
353,1,133,187,92,98,0.9894736842105263,0.5080213903743316,187
354,1,134,180,87,94,0.9874551971326164,0.5166666666666667,180
355,1,135,178,85,92,0.9874551971326164,0.5224719101123596,178
356,1,136,173,77,86,0.984375,0.5549132947976878,173
357,1,137,173,72,82,0.9834983498349835,0.5838150289017341,173
358,1,138,188,83,88,0.9920634920634921,0.5585106382978723,188
359,1,139,198,94,91,0.004672897196261683,0.5404040404040404,198
360,1,140,210,109,99,0.01501501501501501,0.5285714285714286,210
361,1,141,212,114,108,0.009615384615384618,0.49056603773584906,212
362,1,142,215,125,112,0.02103559870550163,0.4790697674418605,215
363,1,143,220,128,114,0.022012578616352196,0.4818181818181818,220
364,1,144,221,136,112,0.03669724770642202,0.49321266968325794,221
365,1,145,222,138,114,0.037037037037037035,0.4864864864864865,222
366,1,146,219,140,115,0.04006410256410257,0.4748858447488584,219
367,1,147,220,129,108,0.03125,0.509090909090909,220
368,1,148,220,123,104,0.027298850574712652,0.5272727272727272,220
369,1,149,219,127,107,0.029761904761904767,0.5114155251141552,219
370,1,150,220,126,105,0.030434782608695643,0.5227272727272727,220
371,1,151,221,128,110,0.02702702702702703,0.502262443438914,221
372,1,152,220,128,116,0.019230769230769235,0.4727272727272727,220
373,1,153,222,129,111,0.02702702702702703,0.5,222
374,1,154,221,130,117,0.020833333333333332,0.47058823529411764,221
375,1,155,223,133,115,0.027777777777777773,0.484304932735426,223
376,1,156,222,129,107,0.03188405797101449,0.5180180180180181,222
377,1,157,223,128,105,0.032485875706214695,0.5291479820627802,223
378,1,158,220,128,109,0.028528528528528534,0.5045454545454545,220
379,1,159,223,127,101,0.035519125683060114,0.547085201793722,223
380,1,160,221,127,107,0.029239766081871343,0.5158371040723982,221
381,1,161,222,125,102,0.03194444444444444,0.5405405405405406,222
382,1,162,223,126,104,0.03081232492997199,0.5336322869955157,223
383,1,163,221,132,106,0.03768115942028986,0.5203619909502263,221
384,1,164,221,128,100,0.03856749311294766,0.5475113122171946,221
385,1,165,222,131,105,0.037037037037037035,0.527027027027027,222
386,1,166,220,135,111,0.03669724770642202,0.4954545454545455,220
387,1,167,220,132,109,0.03453453453453453,0.5045454545454545,220
388,1,168,221,131,110,0.03153153153153152,0.502262443438914,221
389,1,169,221,136,114,0.034267912772585674,0.4841628959276018,221
390,1,170,221,133,113,0.030864197530864206,0.48868778280542985,221
391,1,171,220,130,107,0.03392330383480826,0.5136363636363637,220
392,1,172,218,131,106,0.03720238095238095,0.5137614678899083,218
393,1,173,233,165,119,0.0672514619883041,0.4892703862660944,233
394,1,174,243,196,141,0.08986928104575165,0.41975308641975306,243
395,1,175,247,205,149,0.09523809523809523,0.3967611336032389,247
396,1,176,248,208,157,0.09340659340659341,0.36693548387096775,248
397,1,177,251,212,162,0.09363295880149813,0.3545816733067729,251
398,1,178,252,213,158,0.0975177304964539,0.373015873015873,252
399,1,179,249,210,155,0.0975177304964539,0.37751004016064255,249
400,1,180,237,189,136,0.08745874587458746,0.42616033755274263,237
401,1,181,205,129,113,0.028985507246376812,0.44878048780487806,205
402,1,182,168,76,91,0.9728260869565217,0.5476190476190477,168
403,1,183,165,74,87,0.9761904761904762,0.5515151515151515,165
404,1,184,170,78,90,0.9782608695652174,0.5411764705882353,170
405,1,185,177,83,92,0.9840425531914894,0.5310734463276836,177
406,1,186,184,90,92,0.9964539007092199,0.5108695652173914,184
407,1,187,183,89,95,0.9893617021276596,0.5136612021857924,183
408,1,188,186,94,97,0.9945652173913043,0.4946236559139785,186
409,1,189,189,96,97,0.9982078853046595,0.49206349206349204,189
410,1,190,186,89,92,0.9948453608247423,0.521505376344086,186
411,1,191,189,93,93,0.0,0.5079365079365079,189
412,1,192,190,90,93,0.995,0.5263157894736842,190
413,1,193,187,98,103,0.9906367041198502,0.47593582887700536,187
414,1,194,186,94,102,0.9855072463768115,0.4946236559139785,186
415,1,195,186,90,96,0.9895833333333334,0.5161290322580645,186
416,1,196,194,91,90,0.0016025641025640969,0.5360824742268041,194
417,1,197,192,91,93,0.9966996699669967,0.5260416666666666,192
418,1,198,196,89,91,0.9968847352024922,0.5459183673469388,196
419,1,199,192,93,95,0.9966329966329966,0.515625,192
420,1,200,195,94,95,0.9983498349834984,0.517948717948718,195
421,1,201,194,93,94,0.9983498349834984,0.520618556701031,194
422,1,202,194,97,98,0.9982817869415808,0.5,194
423,1,203,194,96,99,0.9948979591836735,0.5051546391752577,194
424,1,204,195,95,94,0.0016501650165016517,0.517948717948718,195
425,1,205,193,89,90,0.9983974358974359,0.538860103626943,193
426,1,206,192,94,98,0.9931972789115646,0.5104166666666666,192
427,1,207,194,96,99,0.9948979591836735,0.5051546391752577,194
428,1,208,195,98,102,0.993127147766323,0.49743589743589745,195
429,1,209,195,95,96,0.9983333333333333,0.5128205128205128,195
430,1,210,196,94,94,0.0,0.5204081632653061,196
431,1,211,195,97,95,0.003333333333333336,0.5128205128205128,195
432,1,212,192,92,96,0.9933333333333333,0.5208333333333334,192
433,1,213,188,87,92,0.9917491749174917,0.5372340425531915,188
434,1,214,189,87,91,0.9934640522875817,0.5396825396825397,189
435,1,215,184,86,92,0.9897959183673469,0.532608695652174,184
436,1,216,201,100,102,0.9966996699669967,0.5024875621890548,201
437,1,217,230,144,130,0.023333333333333334,0.43478260869565216,230
438,1,218,238,155,126,0.0431547619047619,0.47058823529411764,238
439,1,219,219,124,105,0.027777777777777773,0.5205479452054794,219
440,2,0,227,137,122,0.02380952380952382,0.46255506607929514,227
441,2,1,224,134,118,0.02515723270440251,0.4732142857142857,224
442,2,2,228,133,117,0.02402402402402402,0.4868421052631579,228
443,2,3,227,134,114,0.029498525073746323,0.4977973568281938,227
444,2,4,227,134,116,0.02702702702702703,0.4889867841409692,227
